Node ID	Title	Body	Year	Category	Course	DateCreated	Repository	Collection	Source	Copyright	Production Company	Copyright Notes	Film Title	Director	Photographer	Form/Genre	Location	Physical Description	Notes	File path	File id	File: Name	All Files	Image: Display Image
205	Exhibition still (ad for The Plow That Borke the Plains " America's Prize Winning Story of the Plains)"	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 46  Folder 1 Series III.3Physical Description:هتPhotograph		Documentary Tradition	Documentary Tradition		Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 46  Folder 1 Series III.3	Photograph						
189	Exhibition still (Fight for Life)	Source:هتOpening NYC  Belmont TheatreRepository:هتRare Book and Manuscript Library  Columbia University Collection:هتPare Lorentz PapersYear:هت1940Location:هتBox 37  Folder 2 Series II.3Physical Description:هتPhotograph	1940			1940	Rare Book and Manuscript Library  Columbia University	Pare Lorentz Papers	Opening NYC  Belmont Theatre								Box 37  Folder 2 Series II.3	Photograph						
420	Film Culture Subscription/Contents for First and Second Issues (December 1954)	Source:هتBox 6  Folder 16Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel Papers Year:هت1954	1954		Documentary Tradition	1954	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 16															
466	Film Forum Schedule 6/15/1954-7/31/1954 (1 of 2)	Source:هتBox 6  Folder 14Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel PapersYear:هت6/15/1954-7/31/1954	6/15/1954-7/31/1954			6/15/1954-7/31/1954	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 14															
467	Film Forum Schedule 6/15/1954-7/31/1954 (2 of 2)	Source:هتBox 6  Folder 14Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel PapersYear:هت6/15/1954-7/31/1954	6/15/1954-7/31/1954			6/15/1954-7/31/1954	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 14											sites/files/gainesfilm/images/110094077.jpg	974	_original	_original | thumbnail | preview	
467	Film Forum Schedule 6/15/1954-7/31/1954 (2 of 2)	Source:هتBox 6  Folder 14Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel PapersYear:هت6/15/1954-7/31/1954	6/15/1954-7/31/1954			6/15/1954-7/31/1954	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 14											sites/files/gainesfilm/images/110094077.thumbnail.jpg	975	thumbnail	_original | thumbnail | preview	
467	Film Forum Schedule 6/15/1954-7/31/1954 (2 of 2)	Source:هتBox 6  Folder 14Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتAmos Vogel PapersYear:هت6/15/1954-7/31/1954	6/15/1954-7/31/1954			6/15/1954-7/31/1954	Rare Book and Manuscript Library  Columbia University	Amos Vogel Papers	Box 6  Folder 14											sites/files/gainesfilm/images/110094077.preview.jpg	976	preview	_original | thumbnail | preview	
271	Flaherty with camera crew (3 people in frame): Frances included?	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102116.jpg	571	_original	_original | thumbnail | preview	
271	Flaherty with camera crew (3 people in frame): Frances included?	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102116.thumbnail.jpg	572	thumbnail	_original | thumbnail | preview	
271	Flaherty with camera crew (3 people in frame): Frances included?	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتFlaherty  Robert PapersLocation:هتBox 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."					Rare Book & Manuscript Library  Columbia University	Flaherty  Robert Papers									Box 80  last folder: Xeroxes of clippings" - please note that photographs seem not to belong in it."			sites/files/gainesfilm/images/1000102116.preview.jpg	573	preview	_original | thumbnail | preview	
90	Gene Gauntier	Repository:هتAMPAS		Women Film Pioneers	Historiography		AMPAS																	
453	Government document outlining production budget for The River - Page 1 of 4	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
454	Government document outlining production budget for The River - Page 2 of 4	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
455	Government document outlining production budget for The River - Page 3 of 4	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
456	Government document outlining production budget for The River - Page 4 of 4	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
114	Gunsaulus Mystery Story	Repository:هتUCLA Special CollectionsCollection:هتGeorge P. Johnson CollectionYear:هت1921Film Title:هتGunsaulus Mystery StoryDirector:هتOscar MicheauxNotes:هتlobby card - 1 of several Micheaux adaptations of 1913 Leo Frank murder case	1921	Silent African American Cinema	Historiography	1921	UCLA Special Collections	George P. Johnson Collection					Gunsaulus Mystery Story	Oscar Micheaux					lobby card - 1 of several Micheaux adaptations of 1913 Leo Frank murder case					
452	Hand-Annotated Draft Script of Pare Lorentz's Unfilmed Nuclear Threat Documentary No Place To Hide""	Repository:هتColumbia University Rare Books & Manuscript LibraryCollection:هتPare Lorentz Papers		Documentary Tradition	Documentary Tradition		Columbia University Rare Books & Manuscript Library	Pare Lorentz Papers																
231	Handwritten letter from William Randolph Hearst	Repository:هتRare Book & Manuscript Library  Columbia UniversityCollection:هتJoseph Urban papersYear:هت1922Location:هتBox 27  Folder 9Physical Description:هتhandwritten letter	1922	Motion Picture Set Design		1922	Rare Book & Manuscript Library  Columbia University	Joseph Urban papers									Box 27  Folder 9	handwritten letter						
172	Hawaii film Budget (typed and with handwriting)	Repository:هتRare Book and Manuscript Library  Columbia University Collection:هتRobert Flaherty PapersYear:هت1951Location:هتBox 42  Proposed film [Hawaii] Outlines  pictures  expenses  etc. Physical Description:هتBudgetNotes:هتMay 28  1951	1951			1951	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers									Box 42  Proposed film [Hawaii] Outlines  pictures  expenses  etc.	Budget	5/28/1951					
169	Henri Cartier-Bresson Letter to Mr. and Mrs. Flaherty	Repository:هتRare Book and Manuscript Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1947Location:هتBox 1  Cartier-Bresson FolderPhysical Description:هتLetterNotes:هتJune 7  1947	1947			1947	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers									Box 1  Cartier-Bresson Folder	Letter	6/7/1947					
170	Henri Cartier-Bresson Letter to Mr. and Mrs. Flaherty (cont.)	Repository:هتRare Books and Manuscripts Library  Columbia UniversityCollection:هتRobert Flaherty PapersYear:هت1947Location:هتBox 1  Cartier-Bresson FolderPhysical Description:هتLetterNotes:هتJune 7  1947	1947			1947	Rare Books and Manuscripts Library  Columbia University	Robert Flaherty Papers									Box 1  Cartier-Bresson Folder	Letter	6/7/1947					
468	Hollywood Filmograph Article Producing Silent Pictures Only" by Harry Burns Re: Tabu"	Source:هتBox 27  Folder: Tabu printed materials Repository:هتRare Book and Manuscript Library  Columbia University Collection:هتRobert Flaherty Papers Year:هتApril 13  1926 Location:هتButler Library  Columbia UniversityNotes:هتVisible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	4/13/1926			4/13/1926	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 27  Folder: Tabu printed materials								Butler Library  Columbia University		Visible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	sites/files/gainesfilm/images/110094016.thumbnail.jpg	978	thumbnail	thumbnail | _original | preview	
468	Hollywood Filmograph Article Producing Silent Pictures Only" by Harry Burns Re: Tabu"	Source:هتBox 27  Folder: Tabu printed materials Repository:هتRare Book and Manuscript Library  Columbia University Collection:هتRobert Flaherty Papers Year:هتApril 13  1926 Location:هتButler Library  Columbia UniversityNotes:هتVisible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	4/13/1926			4/13/1926	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 27  Folder: Tabu printed materials								Butler Library  Columbia University		Visible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	sites/files/gainesfilm/images/110094016.jpg	977	_original	thumbnail | _original | preview	
468	Hollywood Filmograph Article Producing Silent Pictures Only" by Harry Burns Re: Tabu"	Source:هتBox 27  Folder: Tabu printed materials Repository:هتRare Book and Manuscript Library  Columbia University Collection:هتRobert Flaherty Papers Year:هتApril 13  1926 Location:هتButler Library  Columbia UniversityNotes:هتVisible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	4/13/1926			4/13/1926	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers	Box 27  Folder: Tabu printed materials								Butler Library  Columbia University		Visible Evidence  Robert Flaherty  F.W. Murnau  Hollywood Filmograph  Tabu	sites/files/gainesfilm/images/110094016.preview.jpg	979	preview	thumbnail | _original | preview	
25	Illustrations of 4 Cinema 16 Distribution Brochure Covers (1 of 2)	Year:هت1951	1951	Avant-Garde Historiography	Historiography	1951																		
26	Illustrations of 4 Cinema 16 Distribution Brochure Covers (2 of 2)	Year:هت1953	1953	Avant-Garde Historiography	Historiography	1953																		
208	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 26	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102053.jpg	382	_original	_original | thumbnail | preview	
208	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 26	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102053.thumbnail.jpg	383	thumbnail	_original | thumbnail | preview	
208	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 26	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102053.preview.jpg	384	preview	_original | thumbnail | preview	
209	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 37	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102054.jpg	385	_original	_original | thumbnail | preview	
209	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 37	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102054.thumbnail.jpg	386	thumbnail	_original | thumbnail | preview	
209	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 37	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102054.preview.jpg	387	preview	_original | thumbnail | preview	
210	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 51	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102055.jpg	388	_original	_original | thumbnail | preview	
210	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 51	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102055.thumbnail.jpg	389	thumbnail	_original | thumbnail | preview	
210	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 51	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102055.preview.jpg	390	preview	_original | thumbnail | preview	
211	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 72	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102056.jpg	391	_original	_original | thumbnail | preview	
211	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 72	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102056.thumbnail.jpg	392	thumbnail	_original | thumbnail | preview	
211	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 72	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102056.preview.jpg	393	preview	_original | thumbnail | preview	
212	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 76	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102057.jpg	394	_original	_original | thumbnail | preview	
212	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 76	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102057.thumbnail.jpg	395	thumbnail	_original | thumbnail | preview	
212	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 76	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102057.preview.jpg	396	preview	_original | thumbnail | preview	
213	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 87	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102058.jpg	397	_original	_original | thumbnail | preview	
213	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 87	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102058.thumbnail.jpg	398	thumbnail	_original | thumbnail | preview	
213	Image in Photographs of the Atomic Bombs of Hiroshima and Nagasaki - Figure 87	Repository:هتRare Book & Manuscript Library  Columbia University Collection:هتPare Lorentz PapersLocation:هتBox 149  Atomic Bombing of Hiroshima + NagasakiPhysical Description:هتBook image					Rare Book & Manuscript Library  Columbia University	Pare Lorentz Papers									Box 149  Atomic Bombing of Hiroshima + Nagasaki	Book image		sites/files/gainesfilm/images/1000102058.preview.jpg	399	preview	_original | thumbnail | preview	
98	Jeannie Macpherson			Women Film Pioneers	Historiography																			
171	Julien Bryan's Letter to Flaherty	Repository:هتRare Book and Manuscript Library  Columbia University Collection:هتRobert Flaherty Papers Year:هت1951Location:هتBox 42  Proposed film [Hawaii] correspondence  misc.Physical Description:هتLetterNotes:هتJune 4  1951	1951			1951	Rare Book and Manuscript Library  Columbia University	Robert Flaherty Papers									Box 42  Proposed film [Hawaii] correspondence  misc.	Letter	6/4/1951					
99	June Mathias	Repository:هتAMPAS		Women Film Pioneers	Historiography		AMPAS																	
284	Katherine Hiliker Cabinet of Dr.Caligari" titles (1 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-1.jpg	624	_original	_original | thumbnail | preview	
284	Katherine Hiliker Cabinet of Dr.Caligari" titles (1 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-1.thumbnail.jpg	625	thumbnail	_original | thumbnail | preview	
284	Katherine Hiliker Cabinet of Dr.Caligari" titles (1 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-1.preview.jpg	626	preview	_original | thumbnail | preview	
285	Katherine Hiliker Cabinet of Dr.Caligari" titles (2 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-2.jpg	627	_original	_original | thumbnail | preview	
285	Katherine Hiliker Cabinet of Dr.Caligari" titles (2 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-2.thumbnail.jpg	628	thumbnail	_original | thumbnail | preview	
285	Katherine Hiliker Cabinet of Dr.Caligari" titles (2 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-2.preview.jpg	629	preview	_original | thumbnail | preview	
286	Katherine Hiliker Cabinet of Dr.Caligari" titles (3 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-3.jpg	630	_original	_original | thumbnail | preview	
286	Katherine Hiliker Cabinet of Dr.Caligari" titles (3 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-3.thumbnail.jpg	631	thumbnail	_original | thumbnail | preview	
286	Katherine Hiliker Cabinet of Dr.Caligari" titles (3 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-3.preview.jpg	632	preview	_original | thumbnail | preview	
287	Katherine Hiliker Cabinet of Dr.Caligari" titles (4 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-4.jpg	633	_original	_original | thumbnail | preview	
287	Katherine Hiliker Cabinet of Dr.Caligari" titles (4 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-4.thumbnail.jpg	634	thumbnail	_original | thumbnail | preview	
287	Katherine Hiliker Cabinet of Dr.Caligari" titles (4 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-4.preview.jpg	635	preview	_original | thumbnail | preview	
288	Katherine Hiliker Cabinet of Dr.Caligari" titles (5 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-5.jpg	636	_original	_original | thumbnail | preview	
288	Katherine Hiliker Cabinet of Dr.Caligari" titles (5 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-5.thumbnail.jpg	637	thumbnail	_original | thumbnail | preview	
288	Katherine Hiliker Cabinet of Dr.Caligari" titles (5 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-5.preview.jpg	638	preview	_original | thumbnail | preview	
289	Katherine Hiliker Cabinet of Dr.Caligari" titles (6 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-6.jpg	639	_original	_original | thumbnail | preview	
289	Katherine Hiliker Cabinet of Dr.Caligari" titles (6 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-6.thumbnail.jpg	640	thumbnail	_original | thumbnail | preview	
289	Katherine Hiliker Cabinet of Dr.Caligari" titles (6 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-6.preview.jpg	641	preview	_original | thumbnail | preview	
290	Katherine Hiliker Cabinet of Dr.Caligari" titles (7 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-7.jpg	642	_original	_original | thumbnail | preview	
290	Katherine Hiliker Cabinet of Dr.Caligari" titles (7 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-7.thumbnail.jpg	643	thumbnail	_original | thumbnail | preview	
290	Katherine Hiliker Cabinet of Dr.Caligari" titles (7 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-7.preview.jpg	644	preview	_original | thumbnail | preview	
291	Katherine Hiliker Cabinet of Dr.Caligari" titles (8 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-8.jpg	645	_original	_original | thumbnail | preview	
291	Katherine Hiliker Cabinet of Dr.Caligari" titles (8 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-8.thumbnail.jpg	646	thumbnail	_original | thumbnail | preview	
291	Katherine Hiliker Cabinet of Dr.Caligari" titles (8 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-8.preview.jpg	647	preview	_original | thumbnail | preview	
292	Katherine Hiliker Cabinet of Dr.Caligari" titles (9 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-9.jpg	648	_original	_original | thumbnail | preview	
292	Katherine Hiliker Cabinet of Dr.Caligari" titles (9 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-9.thumbnail.jpg	649	thumbnail	_original | thumbnail | preview	
292	Katherine Hiliker Cabinet of Dr.Caligari" titles (9 of 9)"			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/D_hilliker_cabinet_dr.__82541-9.preview.jpg	650	preview	_original | thumbnail | preview	
293	Katherine Hiliker article (1 of 3)	Source:هتMotion Picture ClassicYear:هت1917Notes:هتKatherine Hilliker article: The Scenario Editor"; December 1917"	1917	Women Film Pioneers	Historiography	1917			Motion Picture Classic										Katherine Hilliker article: The Scenario Editor"; December 1917"					
294	Katherine Hiliker article (2 of 3)	Source:هتMotion Picture ClassicYear:هت1917Notes:هتKatherine Hilliker article: The Scenario Editor"; December 1917"	1917	Women Film Pioneers	Historiography	1917			Motion Picture Classic										Katherine Hilliker article: The Scenario Editor"; December 1917"					
295	Katherine Hiliker article (3 of 3)	Source:هتMotion Picture ClassicYear:هت1917Notes:هتKatherine Hilliker article: The Scenario Editor"; December 1917"	1917	Women Film Pioneers	Historiography	1917			Motion Picture Classic										Katherine Hilliker article: The Scenario Editor"; December 1917"					
296	Katherine Hiliker bio-filmography (1 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.jpg	660	_original	_original | thumbnail | preview	
296	Katherine Hiliker bio-filmography (1 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.thumbnail.jpg	661	thumbnail	_original | thumbnail | preview	
296	Katherine Hiliker bio-filmography (1 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.preview.jpg	662	preview	_original | thumbnail | preview	
297	Katherine Hiliker bio-filmography (2 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.jpg	663	_original	_original | thumbnail | preview	
297	Katherine Hiliker bio-filmography (2 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.thumbnail.jpg	664	thumbnail	_original | thumbnail | preview	
297	Katherine Hiliker bio-filmography (2 of 2)			Women Film Pioneers	Historiography															sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.preview.jpg	665	preview	_original | thumbnail | preview	
298	Katherine Hiliker personal history statement (1 of 4)	Source:هتOffice for Emergency Management  Wash. DCYear:هت1942	1942	Women Film Pioneers	Historiography	1942			Office for Emergency Management  Wash. DC											sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-1.jpg	666	_original	_original | thumbnail | preview	
298	Katherine Hiliker personal history statement (1 of 4)	Source:هتOffice for Emergency Management  Wash. DCYear:هت1942	1942	Women Film Pioneers	Historiography	1942			Office for Emergency Management  Wash. DC											sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-1.thumbnail.jpg	667	thumbnail	_original | thumbnail | preview	
