Node ID,Title,Year,Category,Course,Media
280,"Scrapbook  p. 20  photo 10: Cantor Brass Shop""""",,Motion Picture Set Design,Historiography,Image
281,"Scrapbook  p. 28  photo 4:  Patio""""",,Motion Picture Set Design,Historiography,Image
282,"Scrapbook  p. 73  photo 5: Spanish Window""""",,Motion Picture Set Design,Historiography,Image
283,"Scrapbook  p. 83  photo 22: Pauline's Bedroom""""",,Motion Picture Set Design,Historiography,Image
263,"Script: Butch Cassidy and the Sundance Kid"" - Page numbered -4-""",1968,Motion Picture Screenplay Development,Historiography,Document
224,Set design Photograph,1920,Motion Picture Set Design,Historiography,Image
225,"Sketch for Buried Treasure"" - color drawing""",1921,Motion Picture Set Design,Historiography,Image
233,Sketch of set design - chapel interior,1922,Motion Picture Set Design,Historiography,Document
249,"Sketch/diagram with Headline Attention to Cameramen "" Blue Paper""",1929,Technological History,,Document
349,Spanish Earth Excerpt 1- Town Bombarded,1937,,Documentary Tradition,Video
350,Spanish Earth Excerpt 2- The Road Is Won,1937,,Documentary Tradition,Video
204,Still (3 houses in the midst of sand  and dry trees),1935,,,Image
192,Still (Frame enlargement of Film Title: Fight for Life),,,,Image
198,Still back of houses - 356,,,,Image
197,Still of building windows - 350,,,,Image
194,Still of slum houses  with a boy in the middleground,,,,Image
207,"Still: Squatters camp on highway. Characters in scene from Resettlement film. Near Bakersfield  California""""",,,,Image
473,Strike,1912,,Historiography,
402,Supreme Court of California Summons Murnau and Robert Flaherty - Colorart vs. Flaherty and Murnau,1932,Documentary Tradition,Documentary Tradition Historiography,Document
448,Telegraph from Pare Lorentz to John Steinbeck,,Documentary Tradition,,Document
94,The Blair Witch Project,1999,,Documentary Tradition,Video
351,The City Excerpt 1- Progress is Choking Us,1938,Documentary Tradition,Documentary Tradition,Video
352,The City Excerpt 2- Eateries,1938,Documentary Tradition,Documentary Tradition,Video
353,The City Excerpt 3- Traffic,1938,Documentary Tradition,Documentary Tradition,Video
354,The City Excerpt 4- Suburban Dreams,1938,Documentary Tradition,Documentary Tradition,Video
111,The Flying Ace  poster,1922,Silent African American Cinema,Historiography,Image
355,The Land Excerpt 1- Arizona; migrants; boy,1942,Documentary Tradition,Documentary Tradition,Video
356,The Plow that Broke the Plains Excerpt 1- Windswept Plains,1936,Documentary Tradition,Documentary Tradition,Video
357,The River Excerpt 1- Opening Sequence,1937,Documentary Tradition,Documentary Tradition,Video
358,The River Excerpt 2- Lumber and Cotton,1937,Documentary Tradition,Documentary Tradition,Video
360,The River Excerpt 3- Flooding,1937,Documentary Tradition,Documentary Tradition,Video
361,The River Excerpt 4- TVA,1937,Documentary Tradition,Documentary Tradition,Video
474,The Strike,1912,,Historiography,Video
103,The Zapruder Film (Original),,,Documentary Tradition,Video
100,The Zapruder Film (Restored),,,Documentary Tradition,Video
20,Three Cinema 16 invitations,,Avant-Garde Historiography,Historiography,Image
362,Unemployment Special 1931 Excerpt 1- The Unemployed,1931,Documentary Tradition,Documentary Tradition,Video
183,Verso of research still (back of a house),,,,Image
324,"Vogel: Riposte from Cinema 16"" (1 of 2)""",1962,Avant-Garde Historiography,Historiography,Document
325,"Vogel: Riposte from Cinema 16"" (2 of 2)""",1962,Avant-Garde Historiography,Historiography,Document
92,Within Our Gates (dir./prod. Oscar Micheaux  1920),1920,Silent African American Cinema,Historiography,Video
108,Within Our Gates still,1920,Silent African American Cinema,Historiography,Image
